Unnamed: 0,count,hate_speech,offensive_language,neither,tweet,class
2533,3,0,3,0,@ArlisDoNotChill @ChiefKeef3OO wheres my bitch wit my sammich then?,1
20987,3,1,2,0,Ronnie Radke's a fucking fag. Fronz owns his ass.,1
23992,3,0,3,0,Your girls pussy smells like sour cream and onions,1
5154,6,0,6,0,@Titan21Mtzzz you is a hoe,1
8347,9,1,8,0,Bobby bitch,1
16324,3,0,0,3,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,2
21203,3,0,3,0,"She say she want a nigga like me
But that bitch mad cause she can't be my wifey",1
23066,3,0,3,0,What a hoe lol,1
5335,3,0,3,0,@WyattNuckels who do you think I am bitch,1
10406,3,0,3,0,I can't stand to see my ex with another ugly bitch &#128514;,1
23746,3,0,3,0,You bitches make me sick,1
4816,3,1,2,0,@SeymourBlanco you were supposed to hang w me this week nigger,1
8458,3,2,1,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,0
11197,3,1,2,0,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... &#127383;,1
15911,3,0,3,0,"RT @Huntermoore: If she doesn't take it in the ass, tell the bitch you'll pass.",1
16863,3,0,2,1,RT @Miss_Missouri11: Insecurities are such a bitch.,1
12151,3,1,2,0,Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC,1
23359,3,0,3,0,Why everybody so hype to see these famous people naked y'all hoes just alike they just got money &#128557;,1
18818,6,0,6,0,"RT @__iamjazz: ""@shaaaaayy_: i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children .&#8230;",1
21927,3,1,2,0,That's why I tucked yo bitch u ignorant ass mother fucker,1
5407,3,0,3,0,@Z_M_G_ thirsty hoes &#128129;,1
9402,6,0,6,0,Follow ah bitch on ig tho 1inkkofrosess,1
3076,3,0,3,0,@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1
16628,3,0,1,2,RT @Lmao: When you eat food that's too hot and start breathing like a retarded dragon.,2
6721,3,0,3,0,@la_di_daDEE try me pussy,1
6474,3,0,3,0,"@jrlikeswhisky @ZwithR @NickEhlers01 You couldn't handle Iowa pussy - here, kitty, kitty, kitty --- http://t.co/1aNMKM4O9Y",1
4467,3,0,2,1,"@OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book",1
18167,3,0,1,2,"RT @ThomasKeneally: Obersturmfuhrer Matthias, my wife is a superb financial brian. Carry on with your labelling in her presence, and see ho&#8230;",2
856,3,0,0,3,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",2
2495,3,3,0,0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers,0
15158,3,0,3,0,RT @Cspen335: Right you are! Have you heard of the 'dodo' bird? He's the one with Obama on his ass! http://t.co/0qHypwxzYh,1
5690,3,1,2,0,"@argylegray @JTrevorHowerton @HollyRFisher I don't give a flying fuck what you think about my tweets, worthless teabagger scum.",1
17798,3,0,0,3,"RT @SportsCenter: Peyton Manning's remarkable season:
&#8226; 5,477 Pass yds (NFL record)
&#8226; 55 Pass TD (NFL record)
&#8226; 450 completions
&#8226; likely ho&#8230;",2
7527,3,0,3,0,"@wtf_swagggbro text me, my phone being a cunt whore.",1
6402,3,0,3,0,@jaureguisturnt them bitches smell like my farts i been holdin in since 5th grade,1
21531,3,0,0,3,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",2
2067,6,0,6,0,"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .",1
6793,3,2,1,0,@luvvida You're right.. I be around my nig....,0
19384,3,0,3,0,RT @elvisknievil: Hover parents are the ones who bitch the most about their children's dependence.,1
5317,3,1,2,0,@Wu_Pac @bestfrycook stfu bitch,1
3275,3,0,3,0,@FrankieJGrande ugly white bitch,1
21820,3,0,3,0,That bitch Amanda ran away from me &#128514;,1
241,3,0,3,0,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1
1462,3,0,3,0,"&#8220;@Nadixo__: ""@joelxmontoya: I'm dreaming &#128525;&#128525; http://t.co/Y21PyZ5rai"" ewwww&#8221;bitch you must be fucked up &#128514;&#128514;",1
2069,3,1,2,0,' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU,1
14023,3,0,2,1,Only the family in my eyes n bitch they rite heree,1
7248,3,0,3,0,@slickvick47 @itstattoos it's not colored in... dumb dick,1
22382,3,1,2,0,"This Amish bitch was rockin Gucci and her man was smokin a e-cig. Smh fake ass ""Amish"" ass bish!",1
13873,3,1,2,0,"Oh look, Cutler didn't step into his throw and threw an int. Nice flat footed throw cunt.",1
16337,3,0,2,1,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",1
8430,3,0,3,0,Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk,1
20376,3,0,3,0,RT @rod4short: Bitch must have a 279.0 &amp; be related to Jesus then {@TheBSharp: GPA or Legacy RT @The_Lion_: How this bitch get in http://t.&#8230;,1
7785,3,0,0,3,All I want is cheesy bread and brownies &#128523;,2
14522,3,0,3,0,RT @AnayaL8ter: I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes dumb,1
726,3,0,0,3,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........,2
4708,3,2,1,0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy.",0
18747,3,0,3,0,RT @_SadisticBitch: I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking&#8230;,1
9910,3,0,3,0,Hanging with my bitches I couldn't be more happy #thegoodlife,1
18556,3,0,0,3,"RT @Yankees: Congrats to Derek Jeter, who will start at shortstop in his 14th and final All-Star Game! #FarewellCaptain http://t.co/5nhtJOx&#8230;",2
20387,3,1,2,0,"RT @rustymk2: Not. A. Fucking. Charge. Even. As. A. Juvenile. 

If you call #MichaelBrown a thug at this point, just say ""nigger"" cuz it's &#8230;",1
24128,3,0,3,0,bitch live a little.,1
4506,3,0,0,3,@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,2
1968,3,0,3,0,&#8220;@thomasemmanuelm: Colts nation...put yall money up&#8221;bitch chuassup we was just down 24,1
24641,3,0,3,0,late upload bitches,1
21902,3,0,0,3,That was trash. I'm just gonna put my phone down. Goodnight,2
9493,3,0,3,0,Fuck all you hoes who keep giving my number to these colleges lmao,1
5175,3,0,0,3,@Torn_Rose republican teabaggers should be jailed for treason.....,2
16995,3,0,3,0,RT @NaziaBee: &#8220;@1waynostra: So jus don't be faithful cus u never kno what your bitch doing lmao&#8221;&#128553;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128;&#128128;,1
14808,3,0,0,3,"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",2
21697,3,0,3,0,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.",1
4397,3,0,3,0,"@NicoleJeanxoxo @A_Mitchellll13 hahahaha ""move bitch get out the wayyyeee""",1
18420,3,0,2,1,RT @WORIDSTARHlPHOP: this kid definitely got the pussy after that game https://t.co/lVXbXMgStD,1
5564,3,2,1,0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,0
16639,3,0,3,0,RT @LorenzoLuciano: Females always complaining about some shit niggas ain't doing right ....like bitches don't have flaws,1
12752,3,0,3,0,Like stop being a bitch for 3.2 seconds.,1
20367,3,0,3,0,"RT @ripstephanie_: ""let my shirt go bitch it's Aeropostale wtf is wrong with you "" &#128514;&#128557;&#128514; https://t.co/xM5s5HN7tq",1
16460,3,0,3,0,RT @KxngFrxsh: If ya friends always trynna get you to break-up wit ya nigga or do THOT shit wit them...Them bitches really ain't ya friends!,1
16263,3,0,3,0,RT @JustHad_that: Good pussy &#128166;&#128049; comes with a smart ass mouth &#128068;&#128069; &amp; a crazy ass attitude &#128530;&#128175;,1
12057,3,0,0,3,Im telling you man! RT @KfromtheG: Roethlisberger got his record expunged and became trash.,2
1391,3,0,3,0,"&#8220;@KinggKI Im drunk, I'm bout to bitch.&#8221;need a ride?",1
20480,3,0,3,0,"RT @snoleezey801: @uce_INA poly ratchets.. Can't stand poly bitches in general &#128514; they loud, annoying, and they talk too much..",1
17413,3,0,3,0,RT @RakwonOGOD: When ya side hoe tryna act up http://t.co/ayfGKVdEZI,1
21238,3,0,3,0,Shit is trash,1
19365,3,0,3,0,RT @easy_edd: lifes a bitch,1
15276,3,0,3,0,"RT @DamondDAWG: ""Peek a boo bitch, swag scare ya kids"" RT @Now_Thats_Fresh: What's Tyga's worst bar? #TygaBars""",1
7956,3,0,3,0,"And i didn't wanna come off as a bitch, so I took another hit, now I think I'm feeling to high",1
21261,3,0,2,1,ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.,1
2322,3,0,0,3,85 species of birds reported in Chesterfield for the Great Backyard Bird Count. How many in your area? http://t.co/VIWMjjJxOT,2
7330,3,1,2,0,@tcthegreat1 it's yo fault taking a nig out everyday,1
20856,3,0,3,0,RT @yooSlim Y'all Virgo bitches gotta chill thinking y'all Beyonc&#232; &#128514;&#128514;&#128514;,1
14934,3,0,3,0,RT @CallMeRenee_: The beat tho &#128076;bitch im trying bone,1
4778,6,0,6,0,@SarahAuten bitch slap that asshole....with a chair!,1
1765,3,0,3,0,&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up,1
11980,3,0,3,0,"If you're a male and ""hoes/hos"" and/or ""bitches"" is your default word for women...you gotta go. Remove yourself, please.",1
14527,3,1,2,0,"RT @AndrogyneAdvent: The thing about Houston and Austin gays is 99% are hoes, ain't no wholesome bitches",1
22072,3,0,1,2,The redskins should change their name to the injuns,2
9667,3,0,0,3,Get two birds stoned at one time.,2
23835,3,1,2,0,You know i stay on fuck a bitch shit but with a street nigga thats what you gonna get .,1
21705,3,0,3,0,Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,1
11525,3,0,3,0,I'm beating bitch jay jay ass when I see this nigga . I really ova here dead tho &#128557;&#128514;&#128128;&#128514;&#128079;,1
7465,3,0,3,0,@vinnyywright I don't care what they is they can catch them hoes,1
11875,3,0,0,3,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs #yankees #redsox #mlb",2
17391,3,1,2,0,RT @RWSurferGirl: Toss 'em out of office? Or just throw 'em in the trash? #trashbucketchallenge has politicians on the run at... https://t.&#8230;,1
10360,3,0,3,0,I bought him a Sumblime shirt for his birthday too &#128532; I kinda wanna be a cunt and ask for it back lol #IndianGiver,1
14574,6,0,6,0,"RT @AssholeOfDaYear: I hope my kids don&#8217;t disappoint me by coming out ugly, I got too many plans to get hoes indirectly with them.",1
21543,3,0,3,0,Sometimes you don't wanna fuck the bitch but her head so good you end up fucking,1
15177,3,1,2,0,RT @CuhCuhCuh: white hoes still wear UGG's in hot ass weather cuh,1
12746,3,0,3,0,Like my momma said don't waste yo time on plzing des fake ass bitches and bum ass dudes cause they ain't gone get u nowhere but pregnant and,1
8852,3,0,3,0,Damn I'm in da mood to eat sum pussy who got it fresh on a platter for me # teamfluffnevabluff,1
20994,3,0,3,0,Ross got Amber Rose naked these hoes ain't loyal wiz,1
3560,3,0,3,0,@IamEnidColeslaw He must think you bump pussy. I no mind. I'll eat your #thong and make you #squirt like the #geyser.,1
18022,3,0,3,0,RT @ThatsComplex: Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap http://t.co/uHaON0TJDw&#8221;,1
23899,3,0,3,0,You scared I ain't scared to beat the pussy up,1
14071,3,0,3,0,Otters would make cool pets if they weren't such cunts.,1
8423,3,1,2,0,Broke pussy boy Deion's record.,1
25006,3,1,2,0,that lil bitch released the exclusive shower photos between niggas. #trustisbroken,1
24185,3,0,3,0,bruh YouTube a bitch ass nigga bruh on me bruh.,1
11970,3,1,2,0,If you tell a dyke she looks just like a nigga is that a compliment? I've always wondered that,1
11996,3,1,2,0,If youu let yo bitch leave with another niggah and don't say shit thats on youu!,1
7080,3,0,3,0,@radar_online to HELL with the plasticassed bitch!!,1
13106,3,0,2,1,Maybe next time i day drink ill balance it out with my bitch mary jane cause #ItsLevelsTooThisShit,1
10171,3,0,0,3,How about a Charles in Charge movie with Shia LeBouf as Charlie and Ryan Gosling as Buddy. #WhyNot.,2
8208,3,0,3,0,Before I let a pussy cut my hair I just will let it grow,1
15347,3,0,3,0,"RT @DezzzyBo: I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&#8230;",1
305,6,0,6,0,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;""",1
11463,3,0,3,0,I'll keep all comments to myself about tho.... I'll just laugh about it with my nigs,1
2986,3,1,2,0,@Cuauhtli02 @elchavaloko @cafebabybull he's a cheating wetback,1
24281,3,2,1,0,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,0
19228,3,0,3,0,RT @cthagod: All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.,1
21449,3,0,3,0,So you still don't suck dick or eat pussy in 2014?,1
24248,3,0,3,0,did this bitch @ViVaLa_Ari really awake me from my slumber to help pick out her avatar tho,1
10436,3,0,1,2,I couldn't press send. That tweet about anchor babies was even too raw for me.,2
16229,6,1,5,0,"RT @Jordiiin_: &#128514;if you can fuck my bitch , then she ain't ""My Bitch""&#128080;",1
1747,3,1,2,0,&#8220;@candacevon: Niggas talk more then bitches these days &#128530;&#8221; #facts,1
8041,3,1,2,0,As good as Percy Harvin and Peyton on the same team sound&#8230; That&#8217;s so retarded lmao,1
13774,3,0,3,0,Not even sweating these hoes &#128524;&#128588;,1
15628,9,1,8,0,RT @FuckYouIsaac_: Maury 70 years old still exposing hoes,1
17514,3,0,2,1,RT @Roberto0oO0: @kitten_nugget69 @danusaur aye stfu you dyke lookin bitch I'm pretty sure you have a bigger dick than your boyfriend,1
11691,3,0,3,0,I'm sticking with @tha_fluzzy07's theory that black pussy tastes like strawberry milk.,1
14442,3,0,0,3,RT @A_single_bear: I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;,2
3156,3,1,0,2,@Dswizzle3 @Dswizzle boy u look like big bird off of sesame street,2
19067,3,0,0,3,RT @bigbluexpress: Cal has a day off and for giggles heads to Yankee stadium to hang with Derek Jeter. Yep coaching at UK is probably weari&#8230;,2
25111,3,1,2,0,too bad ur a pussy,1
3293,3,1,2,0,@FuckingCashBro you&#8217;re a little bitch x2,1
16897,3,0,3,0,"RT @MrFourTwentyy: Everybody fckn everybody bitch &amp; everybody with the shit, that's life",1
18532,3,0,3,0,"RT @YBkalo: ""@CuhCuhCuh: bitches cant get the ios8 because they have over 10 gb of selfies cuh""&#128514;&#128514;&#128514;",1
3721,3,1,2,0,@JawShoeeAhhh bitch answer me lol,1
10144,3,0,3,0,"Holy fuck. White bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" 

Bitch maybe you should so you'd stay outta the clinic!",1
1102,3,0,3,0,&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;,1
8854,3,0,2,1,Damn Kaepernick is trash man,1
18771,3,0,0,3,RT @_WORDtotheWISE: I love when the birds are chirping in the morning #patsgonnasubtweet,2
445,3,0,3,0,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7",1
15358,3,0,3,0,RT @Dino_FooL: Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy&#8230;,1
12590,3,0,3,0,"LMAOOO @ ""*gasp* that bitch""

Y'all do too much from behind a phone",1
4466,3,2,1,0,@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.,0
19533,3,1,0,2,RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;,2
17560,3,0,1,2,"RT @SMACKHighAZ: ""Seton Catholic where their own students talk trash about how low of a division there football team is in.""",2
22859,3,1,2,0,Uncle Tom ass muhfuckas.,1
20612,3,0,0,3,RT @thereal_EMandM: Yankee Doodle had a farm. Cotton farm,2
12123,3,0,3,0,"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though.",1
6965,3,0,3,0,"@noah_55 also you can only refer to a girl as ""bitch"" if she has sucked your D #BetDat",1
24244,3,1,2,0,dear spoiled suburban bitch...,1
7695,3,1,2,0,ATTENTION! Leggings ain't for everybody. Especially you hippo looking hoes!,1
19265,3,0,0,3,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",2
16039,3,0,3,0,RT @ItsJordyyyn: The reason high school is so fucking hard is because ned never made a guide for anything past 8th grade. You feel me? Fuck&#8230;,1
18745,3,0,1,2,RT @_RiveraJustin: It's unattractive when girls act ghetto,2
683,3,0,3,0,#BestSongToHaveSexTo bitches love sosa #bangbang,1
22238,3,0,3,0,These hoes ain't loyallll,1
4406,3,0,3,0,@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;,1
18052,6,0,4,2,"RT @TheDouch3: Most overused hoe excuses
1. It's just lyrics
2. My friends party so I party 
3. Men do it too
4. And vice versa
5. I was yo&#8230;",1
8515,3,0,3,0,"Call a hoe a hoe, and a rat a rat",1
16982,3,0,3,0,RT @Naezus: I remember playing the Halo 4 episodes with @The_Paradox. The pussy finished all chapters without me. Fuck him.,1
22525,3,0,3,0,"This hoe straight up disappeared on me, like where did you go ?",1
5878,3,0,3,0,@chanelisabeth cuz ur a bird bitch,1
16465,3,0,3,0,RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,1
15212,3,0,3,0,RT @DFcuknAwesum: Kirk ain't nothing but a bitch #Love&amp;HipHop,1
14870,3,0,3,0,RT @BuckeyeWearing: I want some popcorn hoes bol,1
8686,3,0,0,3,Cheer up Charlie.,2
7767,3,0,3,0,Alex Smith such a got damn bitch man,1
24809,3,0,3,0,"ofcourse when someone asks what else to eat, jackass over here goes ""brownies"" BIG surprise here... #dingbat",1
11573,3,0,3,0,"I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... #Solo",1
20582,3,0,3,0,RT @the_ironsheik: My #tbt I learn the English from that jabroni big bird but I break his fucking neck http://t.co/vDpIq8Zuxo http://t.co/4&#8230;,1
19115,3,0,3,0,"RT @buckupside: What kind of world do we live in, where bitches are getting surgery to make their butts BIGGER!? Since when do women want a&#8230;",1
20725,3,0,3,0,RT @versaceezy: if we date u don't even gotta worry bout me talking to other hoes cus I ain't got any,1
18886,3,2,0,1,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;,0
10656,6,0,6,0,I got no respect for hoe shit,1
18418,6,0,6,0,RT @WORIDSTARHlPHOP: bruh he threw that bitch https://t.co/rIsBmdzY26,1
9274,3,1,2,0,Ewh bitch you look like an inbred.,1
10496,3,0,3,0,I don't kick it with fuck nights and bitches,1
24925,3,0,3,0,shitting on these crusty hoes http://t.co/1oOHx1y6Xt,1
4179,3,0,3,0,@Maxwell_Larsen good bitch &#128527;,1
9353,3,0,3,0,"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now.",1
16354,3,0,0,3,RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,2
3552,6,0,6,0,@ISmashedYoGurl @Jonathan_Scott_ ahhh stupid bitch!,1
999,3,0,0,3,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,2
24487,3,0,3,0,i like chillin' with yo bitch I like fuckin' her,1
22165,3,0,3,0,There's not enough day in the hours to cheat on her if she's sucking your dick right. Too drained to look for other mouth and pussy,1
20491,3,0,2,1,RT @sorryimalex: idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;,1
9364,4,0,4,0,Finna favorite my last tweet so niccas will kno I been knew wassup,1
22556,3,2,1,0,This kid looks like a retard when he tries hiding his phone... so obvious,0
5309,3,0,3,0,"@WolfgangAbedeus Your bitch called, she was missing this dick",1
16271,3,0,3,0,"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",1
19680,3,0,3,0,RT @imnussie: I kno u wanna roll w/ a bitch like me!,1
22379,3,0,3,0,This 103 weather is a bitch,1
10310,3,0,3,0,I b tryna remind these bitches ... I knew u b4 dis social network fame,1
9292,3,0,3,0,Face only yo bitch could love http://t.co/OckXAYthAK,1
19677,3,0,3,0,RT @im_jessicaaaaa: @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;,1
8621,3,0,3,0,Catch me on the episode of Vampire Diaries tomorrow night. I bitch slap @KatGraham,1
5445,6,0,6,0,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!,1
8714,3,1,2,0,Chuck E Cheese isn't the same as when I was a kid. Chuck a skinny bitch &amp; they took away the ball pit. Man wtf,1
23350,3,0,3,0,"Why do some scandalous niggas and hoes hate on a happy relationship? Just let them be happy together, fuck",1
7855,3,0,3,0,"All these hoes fuckin..... Be Careful! Just cos she look good, don't mean she's good for you!",1
23752,3,0,2,1,You can be a hoe in love,1
89,3,0,3,0,"""@CASHandBOOBIES: I been kidnapped yo bitch""",1
3910,3,2,0,1,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",0
