count,hate_speech,offensive_language,neither,class,tweet
3,0,3,0,1,gay nigga couldnt wait to act like bitch tonight
3,0,3,0,1,and ima steal hi cat n replac it with a pitbul rt he a bitch you should do it
3,0,3,0,1,and he gone alway be a hoe
3,0,3,0,1,son of a bitch took my tic tac i like thi movi
3,0,3,0,1,all i wan na do is get money and fuck model bitch russel simmon
3,0,2,1,1,i probabl wouldnt mind school as much if we didnt have to deal with bitch ass teacher retweet
3,0,3,0,1,im a fuck fag they said
3,0,3,0,1,femal think date a pussi is cute now how doe do thi stuff make him a pussi
3,0,0,3,2,simplyaddictedtoguy woof woof hot scalli lad
3,0,3,0,1,have ya ever ask your bitch for other bitch kany voic ye
3,0,3,0,1,how u gone bring ur side bitch to a game where you know ya gf friend at i swear
3,0,1,2,2,woof woof and hot sole
3,0,1,2,2,lemmi eat a oreo and do these dish one oreo lol
3,0,3,0,1,bitch fuck u mayb youll get better just
3,1,2,0,1,fuck red malon man bitch ass niggah could you pleas use complet sentenc
3,0,0,3,2,whi the eggplant emoji doey he say she look like scream lmao
3,0,3,0,1,hennessey venom gt that one sexi bitch
3,0,3,0,1,him seh me pussi wetter then a shower curtainahmesehwetnesslmao
3,0,3,0,1,eaglesn and everi eagl need to see that pic i just post becaus that bitch just said the most racist shit
3,1,2,0,1,yo fuck skateboard all yall some wood push faggot man ball is life
3,0,1,2,2,babi monkey bathtim a thi is soooo ador
3,0,3,0,1,i aint shit damn skippi lol
3,1,2,0,1,u ever kill a ant on the sidewalk and think damn what if that nigga wa on hi way to get some pussyno bs must b chanc
3,0,3,0,1,ring mvp bitch lol
3,1,2,0,1,ppl talk bad about the ghettohood but as a kid grow up a nigga had funnnnnnn
9,0,7,2,1,the fact on tattoostattoo he a pussi with not tattoo them nippl
3,0,3,0,1,rt bitch be want to act like nigga so bad that shit aint cuteeee but nigga act like bitch
3,0,3,0,1,get worship bitch woof woof
3,1,2,0,1,wow rt im lost are those buttcheek pierc yeah she a hoe
3,0,3,0,1,ok si shed rather be a broke bitch shrug shell have to tell me how it work for her
3,2,1,0,0,queer gaywad
3,0,3,0,1,faggot read my tweet after dat k it wasnt even funni lol
3,0,3,0,1,thi bitch wa so ungrat fr lulwhor
3,0,3,0,1,i been kidnap yo bitch
3,3,0,0,0,alsarabsss he a beaner smh you can tell he a mexican
3,1,2,0,1,happi birthday nig thank yo
6,1,5,0,1,when ur teacher tell u that u have homework thi bitch need to go
3,1,2,0,1,that nigga wa eat that hoe lol hell yea lol john paul nigga said john paul
3,0,3,0,1,what would yall lil ugli bald head bitch do if they stop make makeup and weav
3,1,2,0,1,leaf better win thi damn game so i can go riot and shit earlychristma you better start loot my nig
3,0,3,0,1,go back to school suck more dick than the hoe who attend it
3,0,3,0,1,on my way to fuck yo bitch me as a year old
3,0,3,0,1,how come you never bring me food i dont have a car retard
3,0,3,0,1,if richnow doesnt show up with hella tinder hoe im not hi friend anymor chill i brought like like propl
3,1,2,0,1,how bout them cowboy shutup pussi
3,0,3,0,1,lmaooooooooooo thi nigga bitch want like for some depress shitfoh
3,0,3,0,1,girl you know i wa spit that g shit to you and you wa go lbvsbitch plz
3,0,3,0,1,let me make a coupl tweet off cuzzo page so i wont get in twitter jaillmao bitch dont trick me again
3,0,2,1,1,harlem shake is just an excus to go full retard for second
3,0,3,0,1,amen miley but she dont need to act like a hoe just bc she emot damag foh
3,0,3,0,1,have one loyal femal is wayyyyy better than have hoe idc
3,0,3,0,1,pussi lick pussi meow meow stopwhitepeopl
3,0,3,0,1,check out our th man cowboysn even with all those faggot ny fan in the stand
3,0,3,0,1,what happen to them vixen ent bitch they got ran and threw to the side like a foothil bitch
3,0,3,0,1,im the bitch okay nude pat wow
3,3,0,0,0,your fuck gay blacklist hoe hold out for tehgodclan anyway
3,0,3,0,1,the fuck be wrong with these bitch nobodi know
3,0,3,0,1,yall shut upp make me bitch
3,1,2,0,1,i hate a im pregnant type of bitch
3,0,3,0,1,got bitch in the dm but i dont ever readem which is y your top
3,0,0,3,2,basebal season for the win yanke thi is where the love start
3,0,3,0,1,littl stupid as bitch i dont fuck with yoooooouuuu
3,0,3,0,1,she realli ask me that dead ass seriou tho all i could say wa bitch wheet lol
3,0,0,3,2,im an earli bird and im a night owl so im wise and have worm
3,0,1,2,2,overdos on heavi drug doesnt sound bad tonight i do that pussi shit everi day
3,0,0,3,2,pit bull photograph as love fairi tale creatur they are fairi tale creatur
3,0,3,0,1,aw fag dont tweet aw to me lol
3,0,0,3,2,as long as the laker trash from now on i could careless and that real cc hahaha
3,0,3,0,1,i didnt say anyth tho kiss me then faggot
3,0,0,3,2,thi the i play soccer cheat on girl and wear khaki colour cargo haircut yup
3,0,3,0,1,i could go for a fat ass bitch on my lap same
3,0,3,0,1,miss call da yo po bitch twitter finna be screamn freemoneymel
6,0,6,0,1,ya side bitch got ta know it rule to thi shitanybodi ask you my cousin from jersey thinkin bout move lmmfao
3,0,3,0,1,amo lo pie fuck yeah
3,0,3,0,1,these hoe be think meat wont slap they ass ainna bruh
3,0,3,0,1,yall bitch wit no edg be do the most talk
3,0,3,0,1,yall still go trick or treat thi year or nahhel yeah ima be da sweet tooth bandit steal bitch bag n shit
3,0,3,0,1,i wan na have sex with my mom fuck her right in that pussi where i came from damn you got hack like fuck
6,0,6,0,1,if she kiss u with her eye open watch that bitchlmfao
3,0,3,0,1,you a woulda coulda shoulda ass hoe
3,0,3,0,1,happi bday bitch ass nigga that bitch roll up
3,0,3,0,1,use to send that bitch up
6,0,6,0,1,ugli bitch be like im my own wcw duh bitch you aint nobodi els
3,1,2,0,1,nigga you know we hacki sack hoe nah i throw no look pass lmao
3,1,2,0,1,glad im get outta atlanta noth but a bunch of nigga in and outta jail and dumb bitch with mad kid fuckin em
3,0,1,2,2,thi isnt ghettoit smart im do thi idc
3,0,2,1,1,i would wife a hoe onli cuz we wouldnt care that we cheat in each other whi forc the relationship in the first place
3,0,3,0,1,be singl isnt an excus to be a hoe
3,1,2,0,1,white boy power bitch black power bitch
3,0,3,0,1,let get drunk get blow spit shit spark blunt and fuck hoe bro white dude have no chill
3,0,3,0,1,bitch where u been around the world and back where you been
3,0,3,0,1,if i dont get my dick suck at yo parti by a bad bitch im fr gone set it off by
3,0,2,1,1,oomf is soooo cute but he probabl ha hoe on him a lot
3,0,3,0,1,in everi cartoon their alway a save these hoe lmao lmao damn captain saveaho
3,0,1,2,2,who want to get there nose in these bad boi then scalli chav sockfetish stink hot sox and leg
3,0,3,0,1,i wish i wa a bitch like my brother keezi ooooow i bet you do
6,0,6,0,1,if you dress up as a cat for halloween you are basic or a pussi
4,0,4,0,1,can pornhub just get a game stream featur so these dumb bitch can gtfo get on it kati
3,0,3,0,1,stop be scare to choke her dure sex u bitch ass nigga shell like it say the guy who hit women out of bed foh
3,0,3,0,1,ha well iguess i make them hoe loyal bro theyll never be loyal that y they hoe my nig
6,0,6,0,1,oh man it am you off a molli ho where the fuck ya seed at fix
3,0,3,0,1,your not a man if you refer to everi girl as a bitch
3,0,3,0,1,lmfao thi cat start beat the shit out of me my nigga final got some pussi my nigga
3,0,1,2,2,peel up peel up bring it back up rewind back where im from they move shaq from the line ooooow who tf said that trash
3,0,2,1,1,io io alu record ho vine sai pe hahahaha lol anywaaaaaay haha
3,0,3,0,1,naw it my old tape new cover my upcom mixtap is kingofthehil yeah im wait on that hoe mayn
3,0,3,0,1,ol dirti foot ass bitch thi wa too funni to me
3,0,3,0,1,that where i get my yellow flag for be amaz hell yeah niggi
3,0,3,0,1,dont got time for bitch to be actin iffi
3,0,0,3,2,ucfpinkparti come on stay aliv knight nation thi is still the earli bird special comeatmeut
3,0,2,1,1,these hoe aint loyal no they aint smfh and wonder whi nobodi decent want them
3,0,3,0,1,bruh you stud keep think im soft as hell ask ya girl how mani time she scream she wa my bitch oh okay stfu bye hoe
3,0,3,0,1,dri pussi bitch alway blame it on the condom
3,0,3,0,1,shut yo bitch ass up
3,0,3,0,1,gucci mane in jail and drop mixtap everi month and you hoe cant even text back
3,0,3,0,1,you love these hoe more then money wat wrong these nigga
6,0,6,0,1,a loyal bitch from the burb without daddi issu is like find a holograph mewtwo sound like me over there lol
3,0,3,0,1,easi cum easi hoe that a fact
3,0,3,0,1,charli sheen is too real major fuck respect for charli sheen
3,0,3,0,1,wish i had a bae you got all the hoe tho
3,0,3,0,1,fuck twerk bitch can you cook
3,0,3,0,1,bitch wtf
3,1,2,0,1,shut up zoe fight me pussi for zoe im good man you are good maam move along now
3,0,3,0,1,lmao fuck snake bitch em
3,0,3,0,1,big booti hoe everywher sheesh damn
3,0,0,3,2,stay tune to for an updat on the report that b will be out week bum
3,0,0,3,2,i play soccer cheat on girl and wear khaki colour cargo haircut ye lmfao
3,0,3,0,1,oregon choke everi year get off the field trash ass program rft
3,0,3,0,1,def not cowboy lol rt terrel owen wa the best eagl and cowboy ever dude cri like a bitch on tv over romo
3,3,0,0,0,lmfaoooo i hate black peopl thi is whi there black peopl and nigger
3,0,3,0,1,how could u do thi to me bitch potent
3,0,1,2,2,a piss lad past out i would lick hi dirti sole while he slept
3,0,1,2,2,love frat boy w soft long sole
3,0,1,2,2,sexi lad with hot sole and arch
3,0,3,0,1,nah fam i got ta cheat with the hoe depend on the femal i feel
3,0,0,3,2,i got hick lol
3,1,2,0,1,thi new twitter is confus the shit out of me go back to south america bitch
3,0,3,0,1,toto mean ass or vaginai think pussi caus toto santi is like nasti pussi
3,0,3,0,1,but what if he actual doe choos the ugli bitch over you her ass must be fat
3,0,3,0,1,bitch couldnt kill my vibe if ya tri di whi i love miley
3,0,3,0,1,im tire of bitch say i look mean nigga you big af wear tight shirt and grim everybodi
6,0,0,6,2,bird your grandkid may never see thank to climat chang climat
3,0,3,0,1,stay beauti you bitch
3,0,3,0,1,wutkinda r purpl ceeeleeeman thi gurl wa ju playin on the stupid hoe track but in still shit on sum gurl
3,0,3,0,1,money get taller and bitch get blurri
3,1,2,0,1,i aint never seen a bitch so obsess with they nigga im obsess with mine
3,0,2,1,1,kobe stay talk trash but let not forget i meant to do thi one smh
3,2,1,0,0,at least im not a nigger lmfao
3,0,3,0,1,peopl alway ask me what im mix with she a bad asian bitch lol
3,2,1,0,0,ariza is a snake and a coward but at least he isnt a crippl like your hero roach lmaoo
3,0,1,2,2,foster home for imaginari trash whoa chill that show wa everyth tf
6,0,5,1,1,i am lowkey tire if you tire be quiet and go to sleep hoe
3,0,3,0,1,stop bring weird nigger into my mention
3,0,3,0,1,we dont love these hoe
3,0,3,0,1,if yo girl cant have homeboy you a ol weak bitch ass nigga
3,0,3,0,1,i think worst advic i gave you wa dont be a pussi and speed up lol
3,0,3,0,1,quot thi tweet with your favorit animalpussi
3,0,3,0,1,i hate when stripper tell you theyr dancer hoe ballet dancer dont pop their pussi to beethoven you a stripper
3,0,3,0,1,andrewbry poff ha doubl vision after beer poff doubl pussi smh
3,0,3,0,1,when bitch twerk on the comput me in ya in ya damn
3,0,3,0,1,princ thi is art nobodi takin hi bitch
3,0,1,2,2,of welfaregovern aid is claim by white peopl so yall black slander is trash now
3,0,3,0,1,these bitch dont care they just play that role
6,0,6,0,1,it took a while for you to find me but i wa hide in the lime tree di bitch in da wrong tree bro
6,3,2,1,0,drake new shoe that will be releas by nikejordan ye there glitter on the shoe dude a fag
3,0,1,2,2,inna di ghetto you alon lmaoo
3,0,1,2,2,hoe austin teach us austini teach u how to get curv that all i know
3,1,2,0,1,bitch cant cook but know how to suck dick so to the one that can do both
3,0,3,0,1,fat hoe get chose lol
3,0,3,0,1,hoesaintloy well theyr hoesno one expect them to be loyal
3,0,3,0,1,ol bitch ass
3,1,2,0,1,bruh im tire of nigga retweetin miley cyru nake that bitch aint no type of bad lmaooo
3,0,3,0,1,just becaus toni romo at the mav game dont mean he still not a bitch lmao fuk them cowgirl lol bitch fuck you
3,0,3,0,1,holi shit freddi highmor wa in charli and the chocol factori me roll on the floor laugh
3,1,2,0,1,i dont want to have sex with my gf becaus i feel like im use her anonym whata faggot
3,0,3,0,1,one of your follow with thi somebodi bitch if you dont
3,0,3,0,1,if ya bitch alway bitch clearli she care or just an annoy bitch
3,0,3,0,1,these catfish hoe thinkin they slick but nigga catch on
3,0,3,0,1,cant worri about a bitch that aint worri bout me real
3,0,3,0,1,side hoe are for insecur nigga that cant handl a real one
3,0,3,0,1,rt lmao thi bitch come scoot in the tent like she about to fuck some shit up
3,0,3,0,1,my cousin said he share hoe with hi brother he said share is care and he love hi brother
3,0,3,0,1,im hungri but ionn wan na spend my money on foodbrok hoe problem
6,0,6,0,1,dese hoe be lyin to all of us nigga
3,0,3,0,1,oh yeah fuck that bitch
3,0,1,2,2,eli man just threw hi nfllead th intercept of the season lmao trash
3,0,1,2,2,usc senior rb anthoni brown call head coach steve sarkisian a racist and quit team he a bitch
3,0,3,0,1,guess what i also have zero time for your mansplain adio stfu pussi
3,0,1,2,2,chill sexi scalli lad
3,0,3,0,1,i aint share no bitch if you mine you mine
3,0,3,0,1,money onli impress the simpl broke bitch
3,0,2,1,1,pisc will never be anybodi bitch they dont let peopl control or chang them rigghhht
3,0,1,2,2,tuku ho idk blah blah blah
3,0,1,2,2,im not mad cuh hahaha suur tuku ho ita
3,0,3,0,1,these hoe is crazi
3,0,3,0,1,you aint ever gon na be a slice bitch kevin hart
3,0,3,0,1,oomf so fuckin fine tho dam her dont be no bitch
3,1,2,0,1,i wonder if the girl that gave head to boy for a drink in magaluf ha twitter she probli send nude for fag
3,0,3,0,1,newsatquest yeah bitch yeah bitch call me a mayb b steveo c later d jess pinkman
3,0,3,0,1,hicki in between her thigh right by her pussi it onli right
3,0,3,0,1,would you still love me when im no longer young and beauti no ugli monkey ass
3,1,2,0,1,yall come through the frontbitch i aint come
3,1,2,0,1,faggot bitch
3,0,3,0,1,yea im on my ipad i dont work thi friday let ball thi faggot up work
3,0,1,2,2,thi scalli lad would get it
3,2,1,0,0,gerryshalloweenparti halloween wa yesterday stupid nigger
3,0,2,1,1,chru still supahot tho walk up to teacher with test drop test in that bitch fohead
3,0,3,0,1,i love eat pussi lol i never get full lol i can eat that shit forev lol and ever
3,0,3,0,1,no slush hoe nasti anyway famthem hoe tast like med
3,0,2,1,1,no slush hoe nasti anyway fam
3,1,2,0,1,bobbi bitchbi be get me live as fuck hell yea i play that hoe befor my workout
3,0,3,0,1,yo bitch is gucci mane rt my bitch a stoner
3,0,3,0,1,i can ride your bitch with no handl bar
3,0,3,0,1,and if you aint a hoe get up out my traphoussseeee
3,0,0,3,2,sad tv charact death were still bitter over stark wa the man
3,0,3,0,1,these harbor bitch are all parti bu hoe lol all
3,0,3,0,1,pussi love it
3,0,3,0,1,ultraviol video it come you littl bitch mtvhottest lana del rey bitchi promo
3,0,3,0,1,on my way to fuck your bitch lmfao kittycopt
3,0,0,3,2,a smuggler explain how he help fighter along the jihadi highway
3,0,3,0,1,aww their avi look so cute togeth do i got ta get ike avi on thi bitch
3,0,3,0,1,it simpl dont be a hoedont worri about be expos fight mewhi
3,0,3,0,1,whi thi bitch boost herself her size isnt exactli the most healthi tho
3,0,3,0,1,bet not be no bitch kim bye
3,0,3,0,1,damn near got ta protect my tweet stalker be annoy you got that dope dick drive these bitch loco
3,0,3,0,1,im make marack my girlfriend aye b you pullin hoe just like o taught you
3,1,2,0,1,bruno fag boy you love me
3,0,3,0,1,i must be a bitch you are sike naw thi whi we alway beef
3,0,0,3,2,down yanke look to ralli in the bottom of the th rallycap
3,0,3,0,1,dont take advantag of a nice person hoe everyjuan
3,1,2,0,1,happi birthday bitch nigga thank pal
3,0,3,0,1,sad know that most hoe wont fuck with you bc you aint got stack wait till friday
3,0,3,0,1,cinco shit harder fucc niggaye but you fucc wit rich homi cuz dat ya homeboy fucc nicca
3,0,3,0,1,ewww i said that last sundaya in the last sunday i wa there read it again nig
4,1,3,0,1,i onli punch real nigga in the face caus a pussi nigga is gon na punch me right back strong mush or shake
3,0,3,0,1,my pussi still fresh someth stank girl say
4,0,4,0,1,ass slap is one the greatest thing haha i slap a girl on the ass she got mad i aint get pussi for a week
3,0,3,0,1,yeah texan are so much better you fuck retard i see that your mad about thi
3,1,2,0,1,nd wtf is up with dark bitch with blond pleas have sever seat hoe look like blackandmild out here
4,0,4,0,1,there a lane some bitch need to stay in the left n get right the fuck outta our face
3,0,3,0,1,i hate when boy deni that they have bitch smh
3,1,2,0,1,ya nig out there still say yall dont eat butt with a straight face
3,0,3,0,1,im a boss ass bitch that need to sit in a corner
3,0,3,0,1,he a hoe i cant
3,0,3,0,1,me and paul thinkin bout gettin rental for da weekend oooh shit bitch betta stay out da street
6,0,6,0,1,bitch hold they nigga down when he get lock up but if a nigga go to colleg or the militari it a differ stori
3,1,2,0,1,whi do my friend hate me becaus you a ratchet hoe
3,1,2,0,1,no love for these fuck nigga hoe
3,0,3,0,1,hot meat sexi as fuck scalli lad i would love to meet him and hi trainer
3,0,3,0,1,sniff perv up scalli lad fuck yeah
3,0,3,0,1,these bitch love sosa
4,0,3,1,1,i legit watch it for about or second so did i wtf prob caus were retard smh
3,0,3,0,1,what should i name my cat idea mr pussi
3,0,2,1,1,woof woof sexi thug boy scalli
3,0,3,0,1,u see the damn phone ring when you marri bitch make demand you havent call me
3,0,3,0,1,tevin is my favorit sophomor i think he so funni he realli not lmaoo he a littl hoe
3,0,3,0,1,sex posit thi what u call fuck the soul outta bitch
3,2,1,0,0,is bore suppos to be cute you faggot sometim
3,0,0,3,2,one man trash is anoth man treasur
3,0,3,0,1,i dont got no type bad bitch is the onli thing i like iongotnotyp
3,2,1,0,0,lassen cc the coach want me i feel it youll get more my nig no doubt
3,0,3,0,1,god teeth gold chain white bitch cocain
3,1,2,0,1,it me hoe it me hoe shhhhh
3,0,3,0,1,in dc we call them roller in chiraq we call them thot all across america they have been known as a hoe
3,0,3,0,1,im gon na miss that bitch of a bu driverno you wont dont lie
3,0,3,0,1,hate when bitch tri and put you in the friendzon bitch im tryin to score put me in the endzon on my soul
3,0,1,2,2,ashley young ha tri to deni that bird s land in hi mouth hahaha
3,0,3,0,1,yall both gimp up aint tht a bitch huh lol
3,0,1,2,2,take me for a ride woof woof
3,1,2,0,1,oh my god i love victoria mitchel all my bitch love me
3,0,3,0,1,that long distanc shit wack i knew the bitch wa cheat uh oh
3,0,3,0,1,he do it right no bitch smh
3,0,3,0,1,they ban dat pussi for life and he got ta pay millon dollar fine
3,1,2,0,1,rose are red and violet are blue and nigger are black you know that true
3,0,0,3,2,sit on my window sill window open bird tri to fli in smack it protecttheanim
3,0,3,0,1,but a nigga gon be a nigga be a nigga you sound fuckin retard
3,0,0,3,2,a video an entir media will like mock i am such a crybabi
3,0,3,0,1,im not even shi stfu kiki mom hi angeliqu angeliqu smile dip cracker in soup
3,0,3,0,1,tim tebow got cut from everi team he wa on in the nfl and he alreadi got more hoe than me in starkvil smh
3,0,3,0,1,karma is a bitch damn godprotectshisangel sip tea
3,0,3,0,1,fuckin hot gym pussi fuck yeah
3,0,0,3,2,jihadi patron hajjaj alajmi is arrest at kuwait airport
3,0,2,1,1,you can call me fireman caus i turn the hoe on
3,0,3,0,1,i could never have a bbi by a lil dick tht y i got a abort by the last bitch oh my god
3,0,3,0,1,watch women tri to argu with me like they have a dick and actual fuck some pussi befor i hate when bitch do that
3,0,3,0,1,and smoke weed in public fuck cop man do what you wan na do they dont own you run if they come are you retard
3,0,0,3,2,tweeti bird tho
3,0,3,0,1,my pussi sweet like watermelon thotermelon
3,0,1,2,2,when twitter rapper dm me their trash link
3,0,3,0,1,loud bitch annoy me
4,0,4,0,1,eventu everi bitch turn into that hoe truuu
3,0,3,0,1,i swear if oomf tri talk to me tomorrow pussi
3,0,3,0,1,you bitch be pretend to be tf crazi you aint never lie
4,0,3,1,1,k bye hoe um bye
3,2,1,0,0,jacki a retard blondeproblem at least i can make a grill chees
3,1,2,0,1,ima keep on give these pussi ass nigga ah reason to hate
3,0,0,3,2,photo he is in sole heaven
3,2,1,0,0,stacey dash won baddest bitch evaaaa
3,0,3,0,1,side bitch sunday
3,0,3,0,1,fact what baldhead bitch made thi shit lmao
3,0,3,0,1,fuck wit us and then we tweakin hoe shmurda
3,0,0,3,2,we actin like it the th day spook
3,0,3,0,1,ill break that lil bitch neck and wont even feel sorri about it savag
3,0,3,0,1,thi is so fuck hot scalli sneakersex sockfetish sniff trainersex love me some kinki scalli
3,1,2,0,1,yall dumb ass nigga be so press to have hoe yall weak as fuck as fuck weed over hoe oreo too
3,0,3,0,1,i can turn yo bitch into a eaterrrrrrrrr
3,0,3,0,1,i dont trust dese hoe nikki told st where i stay at all my fan screen shot asap we finna come to chiraq and shoot sumn
3,0,3,0,1,aye yall ima tryout for the bowl team frfr tryout pass tho no there two more retard
3,0,3,0,1,now u got what u want bitch enjoy it now thi is a crazi parti i would love to attend
3,0,0,3,2,color contact in your eye blinder on mine caus i cant see you at all lmao
3,0,3,0,1,fact onli the dude with hoe say they dont got hoe
3,0,3,0,1,im rea start smack bitch period bluffin at it best
3,0,3,0,1,life a bitch and then you die that whi we get high caus you neva know when your gon na go my sister is perfect
3,0,3,0,1,one of us is on drug and it me but your still wrong hahahahahahah im a bitch sometim
3,1,2,0,1,im feel pretti fuckin ghetto smh
3,0,0,3,2,swear im man easili easili behind austin nip
3,0,3,0,1,thi is a true ride or die bitch what the fuck hahahahah
4,0,0,4,2,hgwell and charli chaplin histori photographi
3,0,3,0,1,all i see is bruno bitch ass on my twitter now wtf bruno all that she see drake voic
3,0,3,0,1,im about to cool faggot chill tf is cool nigga
3,0,3,0,1,im so sure bitch frfr tf
3,0,3,0,1,twitter is not a sourc of news broadcast you fuck retard it is when nbc abc cnn fox etc are all keep quiet
3,0,3,0,1,got a coupl bitch say they know me but ima let the money talk for me and im like wwyd
3,0,3,0,1,grudg are for weirdosand bitch
3,1,0,2,2,i told mariam to but cigarett for her birthday you also call me trash rn
3,0,0,3,2,browni tonight what kind
3,0,3,0,1,no text back i dont give a fuck ill text anoth bitch damn someon is hurt lol
6,1,5,0,1,ummmmmm okay you got hoe from left to right do yah thang
3,0,3,0,1,use ymxb to find the slope of that ass
3,0,0,3,2,fit lad nice gear these scalli lad n trainer would get it
3,0,3,0,1,hell yeah bro fuck yeah sexi scalli lad in hot gear
3,0,3,0,1,help out a mate i love scalli play fuck yeah
3,0,2,1,1,lad be lad fuck yeah i love scalli lad action hot trainer too
3,0,3,0,1,next year bitch is gon na be like you got ta promis you wont expos me
3,0,3,0,1,so hot rt lick it bitch fuck yeah eat that trainer u dirti fucker
3,0,3,0,1,yall think celebr pussi differ from the local yeah meghan good is
6,0,2,4,2,i saw an ajumma walk out in the begin say wow thi is so trash that i cant even listen to it lmaoo
3,0,3,0,1,need these sox fuck yeah i love a kinki scalli lad w rank sox and sneak
3,1,2,0,1,i dont ever expos femal like that that childish bitch nigga shiiii
3,0,3,0,1,yasss tri new thing with bestfriend bitch who do you love
3,1,0,2,2,dude rememb thi wop video omg where did you find that
3,0,2,1,1,thick raw fuck damn hi man pussi is get a workout
3,0,0,3,2,rawr rt my sexi french scalli i love him frenchscal sexi scalli woof woof
3,0,3,0,1,nothin in life is free some of you bitch need to write that on ya panti
3,0,3,0,1,if one of you bitch want some of my burrito u can catch me at potosino huh haha
3,1,2,0,1,nigga whole hoe out here cuz couldnt had said it better
3,0,3,0,1,hardcor way to eat mac and chees boil water snort chees powder drink boil water fuck bitch
3,0,3,0,1,yourenotmytyp if my fade is perpetu fresher than your that a real ass bitch rite there
3,0,3,0,1,annoy bitch that i love judyann so pretti
3,0,3,0,1,lmao bitch got on some huggi
3,0,3,0,1,hi bitch no bitch bye bitch
3,0,3,0,1,doe he look like a bitch
3,0,3,0,1,chase money not hoe
3,0,3,0,1,cant stand a i dont know what i want ass nigga bitch
3,0,3,0,1,im on my way love a chavhot sexi scalli fucker
3,1,2,0,1,these newli gay bitch dont kno how shit work
3,0,3,0,1,when a bitch dont want a real job they just becom stripper lol lol
3,0,3,0,1,awww meat meat in hi feelinsi ainn n my feel bitch
3,0,2,1,1,i want snake bite my industri piercin and a tattoodem hoe accessori dea
3,0,0,3,2,babi albino
3,0,3,0,1,these hoe aint loyal
3,1,2,0,1,yassssss order chines bitch you just ate taco you fat fuck
3,0,3,0,1,i made that bitch lunch bitch love lunch
6,2,4,0,1,a no brainer but as soon as thi bitch get rich in polit power her view will chang polit whore
3,0,3,0,1,a pussi a day keep the devil away
3,0,3,0,1,aint that about a bitch what doe that mean
3,0,3,0,1,all these bitch want a babi i dont want no children
3,0,2,1,1,and bitch you must be lost
